"Run By","Parsing Schema","Script Started","","Elapsed time","Statements Processed","Successful","With Errors"
"ODB234WS","CS347ZACHARYCASARES","Tuesday, April 12, 2016","34 seconds ago","0.05 seconds","3","0","3"
