 32.16666000 75.66672000 75.00000000
 67.16667000 32.62500000 63.05852000
 85.27933000 46.13100000 24.02383000
 27.62875000 13.46902000 42.00001000
 52.33332000 31.11402000 30.00000000
 91.36110000 70.63447000 90.03268000
  8.94805000 37.80033000 96.91667000
 19.98888000 90.98888000 21.94444000
 15.60005000 99.33332000 99.00000000
 99.33332000 67.93750000 54.00000000
 52.00000000 59.00000000 65.00000000
 36.00000000 69.00000000 23.44821000
 86.00000000 50.00000000  1.00000000
 79.28574000 34.66672000 38.90288000
 66.28332000  1.00000000 33.00000000
 98.33332000 72.28572000  6.00000000
 15.00009000 45.18949000 52.13811000
 83.65413000  9.25642000 96.98453000
  1.80001000 39.42062000 15.00000000
 22.06248000 64.84614000 51.99519000
 25.25000000 40.64100000 82.87852000
 25.45250000 77.31819000 81.00000000
 67.24999000 19.16055000 39.00000000
 26.27499000 48.85713000 81.90000000
 89.68330000 70.63164000  0.00000000
 37.00000000 40.00000000 23.00000000
 17.32512000 24.02534000 93.94444000
 93.20243000 60.57341000 96.02779000
  6.06664000 33.79360000 18.00000000
 44.00000000 46.00000000 17.00000000
 18.72548000 66.07447000  6.00000000
 69.70836000  7.62338000 42.00000000
 98.33332000 66.62861000 96.01554000
 18.72548000 77.31819000 66.00000000
 68.82874000 68.76466000 96.90909000
 16.93755000 68.30027000 69.00000000
 68.65478000 38.18330000 90.00000000
 35.23334000 89.40000000 42.00000000
 12.90884000 18.66992000  6.93333000
  5.64318000 73.56667000  2.19116000
 11.49995000 78.72729000 11.88092000
 68.79764000  0.83334000  0.00000000
  4.15905000 34.70678000 69.88889000
 11.14997000 67.53789000 23.06171000
 44.00000000 44.00000000 31.00000000
 82.17235000 29.52630000 24.00000000
 19.99666000 81.60820000 84.00000000
 73.21736000 23.99996000 49.97177000
 61.00000000 40.00000000 26.00000000
  1.83333000  6.58333000 84.50000000
  7.18571000 40.78406000  9.90909000
 67.12497000 74.98367000 42.90000000
 88.45233000 93.34217000 55.83578000
 96.06836000 81.99992000 65.22023000
  5.48332000 83.55875000 33.04534000
 67.24999000  0.75001000 42.00000000
 38.03333000 48.80001000  3.00000000
 58.00000000 40.00000000 14.00000000
 45.00000000 65.00000000 92.00000000
 71.51666000 65.99273000 24.00075000
 31.85713000 66.87451000  6.00000000
 31.14283000 96.33337000 15.00000000
 80.95560000 33.93338000 48.94444000
 33.23334000 71.50238000 75.00000000
 27.70942000 70.47871000 54.00000000
 77.14288000 34.87500000 54.05840000
  1.83334000  7.08334000 87.75000000
 42.00000000 40.00000000 14.00000000
 91.37497000 31.64710000 75.00000000
 55.00000000 59.00000000 83.00000000
 74.54482000 11.56501000 66.00000000
 65.83332000 48.33331000 63.00000000
 55.00000000 41.00000000 58.00000000
 72.28383000 26.31819000 15.00000000
 13.93743000 12.01111000  0.00000000
 28.17581000  8.17049000 93.05243000
 83.80876000 89.37618000 69.00000000
 29.55552000 51.87497000  3.75000000
 24.85077000 98.00000000 24.00000000
 21.64291000 94.89168000 24.01786000
 84.93338000 66.20548000 81.00000000
 64.33333000  1.50000000  0.00000000
 60.00000000 40.00000000 20.00000000
 29.53173000 89.97573000 69.06566000
 12.04877000 28.12857000  3.95290000
 31.71427000 99.33332000 81.00000000
 67.24999000 34.07148000 78.00000000
 68.62338000 86.45250000 90.00000000
 83.45453000 88.85062000 52.93130000
 23.52780000 99.03848000 30.03335000
 60.00000000 40.00000000  2.00000000
 35.00004000 40.24997000 42.00000000
 92.67928000 79.30959000 58.96798000
 32.83334000 89.10001000  6.00000000
 27.00000000 97.00000000 70.00000000
  8.70001000 38.71668000 66.94653000
 67.06664000 62.28383000 90.00000000
 95.00004000 59.37503000 84.33332000
 78.27186000 82.28999000 63.94444000
 73.76669000 60.44448000 72.00000000
