33.833344 75.291702 76.000000
68.747643 27.952415 62.000000
85.493652 47.000019 23.000000
27.719662 12.749981 41.000000
42.333317 31.114010 30.000000
92.396790 69.169922 89.000000
10.116657 38.682148 97.000000
19.000000 91.099945 22.000000
15.266705 99.199966 99.000000
99.199966 67.937500 54.000000
34.583344 65.719048 65.000000
31.571402 85.357231 23.000000
56.000000 52.000000 1.000000
79.169922 35.461540 37.000000
64.999985 1.000000 33.000000
98.333313 72.285736 6.000000
25.461540 41.202335 53.000000
84.594498 8.909099 98.000000
1.800010 39.976166 15.000000
22.682697 64.548759 53.000000
30.125000 37.895218 82.000000
26.240929 76.869598 81.000000
64.999985 19.686853 39.000000
26.240929 53.357121 82.000000
88.719650 70.105286 0.000000
57.000000 11.000000 22.000000
19.000000 24.018101 94.000000
92.396790 60.555576 94.000000
7.614292 34.493626 18.000000
44.000000 46.000000 17.000000
18.169891 66.741158 6.000000
68.369049 8.909099 42.000000
99.199966 64.237106 95.000000
18.169891 76.869598 66.000000
69.909142 68.235291 97.000000
16.312555 68.888519 69.000000
67.083298 37.265091 90.000000
42.000000 88.900002 43.000000
13.548709 18.169891 7.000000
8.875039 67.819458 2.000000
12.749981 77.908966 10.000000
68.083328 0.833341 0.000000
6.222191 35.377121 70.000000
13.621729 64.548759 23.000000
44.000000 44.000000 31.000000
82.760536 28.999985 24.000000
19.996674 81.052551 84.000000
75.505432 22.092966 49.000000
67.749985 39.988869 26.000000
0.500000 5.883319 85.000000
8.909099 41.714260 11.000000
68.614319 75.018082 43.000000
93.833382 89.682182 56.000000
98.333313 74.260880 64.000000
7.369058 76.869598 32.000000
66.283310 0.750010 42.000000
34.283344 48.800014 3.000000
67.249969 34.071472 14.000000
33.033340 99.333313 92.000000
71.116653 67.312599 23.000000
33.433342 67.441177 7.000000
32.499996 94.200050 16.000000
80.000000 34.357193 49.000000
36.000000 72.000000 75.000000
28.682142 71.002319 54.000000
77.312599 35.461540 52.000000
1.750010 6.249989 88.000000
62.000000 11.000000 14.000000
92.690468 31.058886 75.000000
35.500000 68.944443 83.000000
73.749985 12.428635 66.000000
66.883301 48.333313 62.000000
55.000000 41.000000 58.000000
71.311066 25.869598 15.000000
14.651723 11.102011 0.000000
26.576855 8.875039 91.000000
83.183807 90.420631 69.000000
30.699945 55.624943 4.000000
25.224394 98.000000 24.000000
21.760548 95.500038 23.000000
84.266693 65.505432 81.000000
59.000000 2.000000 0.000000
67.583313 31.000065 20.000000
29.420614 92.396790 68.000000
12.428635 27.997385 5.000000
32.666668 97.199966 82.000000
64.999985 33.400017 78.000000
69.909142 87.240929 90.000000
86.455994 86.377121 53.000000
23.727810 99.199966 29.000000
67.583313 34.214333 2.000000
32.833382 41.571400 42.000000
98.000000 75.164757 59.000000
35.166672 88.181824 6.000000
12.916632 98.000000 70.000000
10.116657 38.682148 68.000000
68.614319 61.311104 90.000000
93.833382 58.369068 83.000000
80.000000 82.760536 64.000000
74.548759 59.250057 72.000000
